behavior_id,user_id,merchant_id,merchant_area,merchant_avg_price,merchant_score,merchant_scene,behavior_type,behavior_time,amount,rating,review_content
B16604,U1449,M0319,双峰县,99,4.5,节日聚餐,下单,2025-12-13 20:16:15,112.31,,
B16605,U1449,M0278,双峰县,45,4.6,工作日早餐,评价,2026-01-10 11:49:15,,4.2,服务态度好
B16606,U1450,M0044,新化县,35,3.9,商务宴请,浏览,2025-11-11 13:05:15,,,
B16607,U1450,M0082,新化县,30,3.9,周末午餐,评价,2025-12-22 08:57:15,,4.1,菜品新鲜 环境干净
B16608,U1450,M0378,新化县,30,4.4,下午茶,收藏,2025-12-22 10:35:15,,,
B16609,U1450,M0077,新化县,61,3.8,学生早餐,浏览,2026-01-14 02:57:15,,,
B16610,U1450,M0138,新化县,60,4.7,学生晚餐,下单,2025-12-08 06:44:15,68.69,,
B16611,U1450,M0154,新化县,50,4.0,工作日晚餐,下单,2026-01-27 10:45:15,44.98,,
B16612,U1450,M0465,新化县,50,4.3,朋友聚会,下单,2025-12-30 03:03:15,59.45,,
B16613,U1450,M0044,新化县,25,4.2,工作日午餐,评价,2025-11-23 03:03:15,,4.2,菜品新鲜 服务态度好 值得推荐
B16614,U1451,M0313,新化县,16,4.2,学生早餐,下单,2025-12-02 07:51:15,12.94,,
B16615,U1451,M0138,新化县,60,4.7,学生晚餐,评价,2026-01-13 23:46:15,,4.5,性价比高 分量足 价格实惠
B16616,U1451,M0290,新化县,13,3.8,学生早餐,评价,2025-12-30 11:19:15,,4.2,分量足 菜品新鲜
B16617,U1451,M0423,新化县,48,4.6,周末聚餐,下单,2025-11-03 19:14:15,56.24,,
B16618,U1451,M0190,新化县,99,4.4,外卖,下单,2026-01-31 02:38:15,109.05,,
B16619,U1451,M0016,新化县,71,4.5,周末聚餐,收藏,2025-12-29 21:37:15,,,
B16620,U1451,M0343,新化县,39,4.6,周末聚餐,下单,2026-01-06 20:51:15,37.13,,
B16621,U1451,M0308,新化县,40,4.3,周末晚餐,收藏,2025-12-22 18:15:15,,,
B16622,U1451,M0355,新化县,94,4.8,户外用餐,浏览,2025-11-10 05:32:15,,,
B16623,U1451,M0322,新化县,40,4.3,商务宴请,下单,2025-11-05 14:26:15,36.84,,
B16624,U1452,M0139,新化县,50,4.2,夜宵,收藏,2025-12-18 01:53:15,,,
B16625,U1452,M0322,新化县,40,4.3,商务宴请,浏览,2026-01-23 04:07:15,,,
B16626,U1452,M0138,新化县,60,4.7,学生晚餐,浏览,2025-12-22 10:05:15,,,
B16627,U1452,M0231,新化县,35,4.1,夜宵,下单,2026-01-10 23:50:15,40.53,,
B16628,U1452,M0133,新化县,60,4.8,商务宴请,浏览,2026-01-24 01:09:15,,,
B16629,U1452,M0107,新化县,139,4.5,周末聚餐,评价,2026-01-24 18:54:15,,4.7,服务态度好 性价比高
B16630,U1452,M0401,新化县,48,3.9,学生夜宵,下单,2025-11-26 00:09:15,42.74,,
B16631,U1452,M0179,新化县,51,3.8,工作日晚餐,浏览,2025-12-23 02:52:15,,,
B16632,U1452,M0244,新化县,48,3.7,情侣约会,浏览,2025-11-20 20:37:15,,,
B16633,U1452,M0075,新化县,70,4.4,情侣约会,浏览,2026-01-02 04:08:15,,,
B16634,U1452,M0104,新化县,61,4.2,周末晚餐,浏览,2025-12-07 19:02:15,,,
B16635,U1452,M0214,新化县,51,3.8,亲子聚餐,评价,2026-01-27 07:54:15,,3.4,分量足 环境干净
B16636,U1452,M0237,新化县,41,4.7,早餐,收藏,2026-01-04 09:24:15,,,
B16637,U1452,M0190,新化县,99,4.4,外卖,浏览,2025-12-17 01:39:15,,,
B16638,U1453,M0408,涟源市,56,4.0,户外用餐,浏览,2025-11-13 06:01:15,,,
B16639,U1453,M0276,涟源市,60,4.1,学生早餐,下单,2025-11-02 10:53:15,66.17,,
B16640,U1453,M0286,涟源市,60,4.7,工作日早餐,下单,2026-01-30 00:08:15,60.33,,
B16641,U1453,M0041,涟源市,34,4.2,甜品,下单,2026-01-30 06:57:15,27.42,,
B16642,U1453,M0282,涟源市,48,4.6,周末午餐,浏览,2025-12-01 14:49:15,,,
B16643,U1453,M0359,涟源市,50,4.0,夜宵,下单,2026-01-20 23:08:15,53.0,,
B16644,U1453,M0461,涟源市,65,4.3,下午茶,浏览,2025-11-04 08:58:15,,,
B16645,U1453,M0047,涟源市,33,4.5,甜品,浏览,2026-01-08 10:08:15,,,
B16646,U1453,M0113,涟源市,40,3.7,情侣约会,浏览,2025-11-06 06:40:15,,,
B16647,U1453,M0433,涟源市,67,4.7,商务宴请,收藏,2025-12-12 10:54:15,,,
B16648,U1453,M0286,涟源市,60,4.7,工作日早餐,下单,2025-11-16 07:50:15,60.23,,
B16649,U1453,M0219,涟源市,58,4.4,商务宴请,下单,2026-01-11 09:41:15,58.57,,
B16650,U1454,M0355,新化县,94,4.8,户外用餐,浏览,2025-11-17 16:11:15,,,
B16651,U1454,M0398,新化县,50,4.5,周末聚餐,下单,2026-01-21 23:28:15,53.15,,
B16652,U1454,M0018,新化县,57,4.2,周末聚餐,下单,2025-11-15 13:45:15,58.04,,
B16653,U1454,M0280,新化县,22,4.3,学生早餐,下单,2025-11-17 04:50:15,20.04,,
B16654,U1454,M0139,新化县,50,4.2,夜宵,浏览,2025-12-14 18:58:15,,,
B16655,U1454,M0082,新化县,30,3.9,周末午餐,下单,2025-11-17 00:59:15,31.54,,
B16656,U1454,M0144,新化县,40,4.3,周末早餐,下单,2026-01-20 05:20:15,42.42,,
B16657,U1454,M0235,新化县,59,4.4,早餐,浏览,2025-12-18 18:22:15,,,
B16658,U1454,M0237,新化县,61,4.4,早餐,浏览,2026-01-12 20:29:15,,,
B16659,U1454,M0353,新化县,70,4.6,周末聚餐,收藏,2025-11-22 12:39:15,,,
B16660,U1454,M0406,新化县,60,4.4,户外用餐,下单,2026-01-21 01:13:15,67.59,,
B16661,U1454,M0277,新化县,60,3.8,夜宵,评价,2025-11-14 10:06:15,,3.7,味道不错 值得推荐 环境干净
B16662,U1454,M0317,新化县,80,4.6,情侣约会,浏览,2026-01-18 13:46:15,,,
B16663,U1455,M0250,娄星区,64,3.5,周末聚餐,评价,2026-01-18 18:17:15,,3.7,价格实惠
B16664,U1455,M0146,娄星区,30,3.8,节日聚餐,浏览,2025-12-17 12:49:15,,,
B16665,U1455,M0316,娄星区,25,3.8,工作日早餐,下单,2025-11-14 23:39:15,29.7,,
B16666,U1455,M0145,娄星区,15,4.6,工作日早餐,浏览,2026-01-24 19:39:15,,,
B16667,U1455,M0150,娄星区,15,4.5,工作日早餐,收藏,2025-12-26 17:48:15,,,
B16668,U1455,M0042,娄星区,89,4.7,周末聚餐,浏览,2025-11-26 08:19:15,,,
B16669,U1455,M0437,娄星区,35,4.5,户外用餐,浏览,2025-12-07 06:12:15,,,
B16670,U1455,M0108,娄星区,82,4.1,周末早餐,下单,2026-01-05 23:41:15,85.61,,
B16671,U1455,M0332,娄星区,60,4.1,亲子聚餐,下单,2025-12-18 20:13:15,61.89,,
B16672,U1455,M0189,娄星区,15,3.8,工作日早餐,收藏,2025-12-12 22:43:15,,,
B16673,U1455,M0294,娄星区,12,4.2,学生早餐,评价,2026-01-05 09:01:15,,4.3,菜品新鲜
B16674,U1455,M0296,娄星区,47,4.7,工作日午餐,浏览,2026-01-08 20:01:15,,,
B16675,U1455,M0342,娄星区,15,4.3,工作日早餐,收藏,2025-11-14 17:44:15,,,
B16676,U1455,M0091,娄星区,30,4.4,外卖,浏览,2026-01-21 11:59:15,,,
B16677,U1455,M0156,娄星区,60,3.9,学生夜宵,评价,2025-12-31 00:19:15,,3.6,性价比高 分量足
B16678,U1456,M0185,双峰县,60,4.2,下午茶,浏览,2025-12-19 07:14:15,,,
B16679,U1456,M0074,双峰县,97,4.7,商务聚餐,收藏,2025-12-15 22:11:15,,,
B16680,U1456,M0489,双峰县,35,4.6,工作日午餐,评价,2026-01-10 22:09:15,,4.2,环境干净 味道不错 分量足
B16681,U1456,M0074,双峰县,97,4.7,商务聚餐,浏览,2025-11-06 02:48:15,,,
B16682,U1456,M0112,双峰县,66,4.6,周末午餐,浏览,2025-11-23 11:58:15,,,
B16683,U1456,M0218,双峰县,50,4.1,学生早餐,浏览,2025-11-06 01:37:15,,,
B16684,U1456,M0377,双峰县,35,3.5,工作日晚餐,评价,2026-01-31 16:10:15,,3.0,菜品新鲜
B16685,U1456,M0486,双峰县,54,4.0,工作日早餐,收藏,2025-11-13 21:40:15,,,
B16686,U1456,M0328,双峰县,80,4.6,学生午餐,评价,2026-01-13 02:20:15,,4.3,服务态度好
B16687,U1456,M0052,双峰县,15,3.9,学生晚餐,浏览,2025-11-21 19:26:15,,,
B16688,U1456,M0052,双峰县,15,3.9,学生晚餐,收藏,2025-12-12 13:50:15,,,
B16689,U1456,M0069,双峰县,15,4.8,工作日午餐,下单,2025-12-07 19:34:15,15.73,,
B16690,U1456,M0260,双峰县,50,4.8,学生午餐,收藏,2026-01-10 17:16:15,,,
B16691,U1456,M0188,双峰县,40,3.7,学生早餐,浏览,2025-11-02 06:56:15,,,
B16692,U1456,M0216,双峰县,40,4.4,周末聚餐,下单,2025-12-21 06:15:15,42.29,,
B16693,U1457,M0389,涟源市,30,4.4,学生午餐,评价,2026-01-02 17:26:15,,4.4,环境干净 味道不错 价格实惠
B16694,U1457,M0461,涟源市,65,4.3,下午茶,收藏,2026-01-02 07:10:15,,,
B16695,U1457,M0183,涟源市,54,4.4,朋友聚会,收藏,2025-12-28 15:05:15,,,
B16696,U1457,M0387,涟源市,78,4.4,工作日晚餐,浏览,2026-01-03 09:32:15,,,
B16697,U1457,M0423,涟源市,35,4.8,周末早餐,收藏,2025-11-09 07:09:15,,,
B16698,U1457,M0363,涟源市,40,3.5,工作日早餐,浏览,2025-12-08 20:55:15,,,
B16699,U1457,M0470,涟源市,25,4.1,学生午餐,浏览,2025-11-05 14:53:15,,,
B16700,U1457,M0219,涟源市,58,4.4,商务宴请,浏览,2025-11-06 08:06:15,,,
B16701,U1457,M0292,涟源市,107,4.4,商务聚餐,浏览,2025-12-06 19:39:15,,,
B16702,U1457,M0203,涟源市,79,4.6,夜宵,收藏,2026-01-06 18:23:15,,,
B16703,U1458,M0302,双峰县,28,4.6,外卖,下单,2025-12-29 09:33:15,33.11,,
B16704,U1458,M0205,双峰县,59,4.4,朋友聚会,收藏,2025-12-06 21:22:15,,,
B16705,U1458,M0402,双峰县,30,3.8,情侣约会,下单,2026-01-07 06:43:15,26.02,,
B16706,U1458,M0323,双峰县,30,4.6,户外用餐,浏览,2025-11-27 19:42:15,,,
B16707,U1458,M0173,双峰县,67,4.7,工作日晚餐,浏览,2025-12-08 02:25:15,,,
B16708,U1458,M0442,双峰县,50,3.8,夜宵,浏览,2025-11-08 10:54:15,,,
B16709,U1458,M0186,双峰县,50,3.5,朋友聚会,下单,2026-01-01 09:34:15,54.96,,
B16710,U1458,M0364,双峰县,44,3.9,亲子聚餐,下单,2025-11-26 05:20:15,49.59,,
B16711,U1458,M0148,双峰县,54,3.9,商务宴请,浏览,2025-11-19 21:34:15,,,
B16712,U1459,M0489,冷水江市,35,4.6,周末早餐,收藏,2026-01-15 21:09:15,,,
B16713,U1459,M0226,冷水江市,101,4.5,商务聚餐,收藏,2025-11-14 21:57:15,,,
B16714,U1459,M0147,冷水江市,35,4.8,周末晚餐,下单,2025-11-30 23:22:15,36.92,,
B16715,U1459,M0073,冷水江市,80,4.3,学生夜宵,下单,2026-01-27 14:20:15,79.19,,
B16716,U1459,M0439,冷水江市,141,4.6,节日聚餐,浏览,2025-12-02 21:58:15,,,
B16717,U1459,M0351,冷水江市,42,3.7,朋友聚会,收藏,2026-01-15 05:16:15,,,
B16718,U1459,M0498,冷水江市,50,3.9,周末早餐,下单,2025-11-30 05:32:15,41.48,,
B16719,U1459,M0481,冷水江市,82,4.4,商务聚餐,浏览,2026-01-02 15:03:15,,,
B16720,U1459,M0467,冷水江市,35,3.7,学生夜宵,下单,2025-11-07 02:38:15,30.37,,
B16721,U1459,M0463,冷水江市,30,3.5,家庭聚餐,下单,2025-11-21 15:13:15,27.69,,
B16722,U1459,M0456,冷水江市,30,4.5,商务聚餐,下单,2026-01-03 01:52:15,25.57,,
B16723,U1460,M0064,涟源市,30,4.2,外卖,下单,2025-11-21 13:53:15,34.36,,
B16724,U1460,M0363,涟源市,40,3.5,工作日早餐,浏览,2026-01-19 13:22:15,,,
B16725,U1460,M0321,涟源市,30,3.9,家庭聚餐,收藏,2025-12-24 18:09:15,,,
B16726,U1460,M0320,涟源市,50,4.0,商务宴请,浏览,2026-01-07 13:40:15,,,
B16727,U1460,M0433,涟源市,67,4.7,商务宴请,收藏,2026-01-15 00:17:15,,,
B16728,U1460,M0420,涟源市,65,4.3,朋友聚会,收藏,2026-01-14 20:41:15,,,
B16729,U1460,M0470,涟源市,25,4.1,学生午餐,浏览,2025-11-02 11:55:15,,,
B16730,U1460,M0423,涟源市,35,4.8,周末早餐,收藏,2026-01-03 14:32:15,,,
B16731,U1461,M0367,冷水江市,50,4.2,周末晚餐,下单,2026-01-16 17:35:15,52.4,,
B16732,U1461,M0365,冷水江市,35,4.4,学生夜宵,浏览,2025-12-01 12:13:15,,,
B16733,U1461,M0467,冷水江市,35,3.7,学生夜宵,下单,2026-01-16 18:05:15,29.04,,
B16734,U1461,M0263,冷水江市,51,4.0,亲子聚餐,浏览,2025-11-08 11:39:15,,,
B16735,U1461,M0068,冷水江市,95,4.5,下午茶,下单,2025-12-17 02:52:15,112.18,,
B16736,U1461,M0264,冷水江市,60,3.8,周末午餐,浏览,2025-12-25 10:37:15,,,
B16737,U1461,M0314,冷水江市,50,4.4,外卖,评价,2026-01-27 00:55:15,,4.8,价格实惠 环境干净
B16738,U1461,M0245,冷水江市,50,4.3,户外用餐,浏览,2025-11-30 20:30:15,,,
B16739,U1461,M0178,冷水江市,62,4.3,学生午餐,浏览,2025-12-31 11:02:15,,,
B16740,U1461,M0076,冷水江市,30,4.0,情侣约会,下单,2025-12-23 23:10:15,35.39,,
B16741,U1461,M0068,冷水江市,95,4.5,下午茶,浏览,2025-12-13 11:49:15,,,
B16742,U1461,M0485,冷水江市,48,4.5,商务宴请,评价,2025-12-09 03:17:15,,4.8,分量足 菜品新鲜 价格实惠
B16743,U1462,M0165,双峰县,60,3.9,户外用餐,评价,2025-12-24 05:32:15,,3.8,环境干净 菜品新鲜 味道不错
B16744,U1462,M0165,双峰县,60,3.9,户外用餐,收藏,2026-01-04 19:14:15,,,
B16745,U1462,M0319,双峰县,99,4.5,节日聚餐,收藏,2025-12-31 09:25:15,,,
B16746,U1462,M0007,双峰县,24,4.6,学生午餐,下单,2025-11-27 01:26:15,22.35,,
B16747,U1462,M0425,双峰县,40,4.5,下午茶,下单,2025-12-24 03:20:15,40.4,,
B16748,U1462,M0372,双峰县,56,3.7,学生用餐,下单,2025-11-05 13:20:15,66.38,,
B16749,U1462,M0205,双峰县,59,4.4,朋友聚会,评价,2025-12-23 16:54:15,,4.9,值得推荐 性价比高 分量足
B16750,U1462,M0473,双峰县,57,4.4,情侣约会,浏览,2026-01-28 09:44:15,,,
B16751,U1462,M0437,双峰县,64,3.5,亲子聚餐,浏览,2025-11-15 18:11:15,,,
B16752,U1462,M0165,双峰县,60,3.9,户外用餐,下单,2026-01-07 16:27:15,66.63,,
B16753,U1462,M0442,双峰县,50,3.8,夜宵,下单,2025-11-08 07:19:15,58.33,,
B16754,U1462,M0192,双峰县,82,4.4,夜宵,浏览,2026-01-07 04:27:15,,,
B16755,U1462,M0460,双峰县,50,4.5,商务宴请,收藏,2025-12-05 10:09:15,,,
B16756,U1462,M0473,双峰县,57,4.4,情侣约会,评价,2026-01-28 19:29:15,,4.5,味道不错 值得推荐
B16757,U1462,M0364,双峰县,44,3.9,亲子聚餐,收藏,2026-01-20 03:04:15,,,
B16758,U1463,M0321,涟源市,30,3.9,家庭聚餐,下单,2025-11-09 07:06:15,30.5,,
B16759,U1463,M0219,涟源市,58,4.4,商务宴请,收藏,2025-11-04 19:04:15,,,
B16760,U1463,M0310,涟源市,50,3.9,周末早餐,浏览,2026-01-11 09:20:15,,,
B16761,U1463,M0445,涟源市,35,4.3,商务聚餐,收藏,2026-01-04 13:13:15,,,
B16762,U1463,M0461,涟源市,65,4.3,下午茶,收藏,2025-11-30 04:20:15,,,
B16763,U1463,M0098,涟源市,51,3.5,情侣约会,收藏,2025-12-19 17:08:15,,,
B16764,U1463,M0408,涟源市,56,4.0,户外用餐,下单,2026-01-17 07:54:15,44.91,,
B16765,U1463,M0445,涟源市,35,4.3,商务聚餐,收藏,2026-01-17 03:08:15,,,
B16766,U1464,M0118,娄星区,53,4.0,周末聚餐,浏览,2026-01-04 00:57:15,,,
B16767,U1464,M0197,娄星区,15,3.7,工作日早餐,浏览,2025-11-19 20:21:15,,,
B16768,U1464,M0259,娄星区,12,3.6,学生早餐,浏览,2025-11-05 19:40:15,,,
B16769,U1464,M0091,娄星区,30,4.4,外卖,浏览,2025-12-01 15:44:15,,,
B16770,U1464,M0296,娄星区,47,4.7,工作日午餐,浏览,2026-01-30 06:22:15,,,
B16771,U1464,M0012,娄星区,50,4.0,周末聚餐,浏览,2025-11-21 23:58:15,,,
B16772,U1464,M0106,娄星区,60,4.6,工作日午餐,下单,2025-11-18 05:47:15,63.45,,
B16773,U1464,M0125,娄星区,100,4.5,节日聚餐,下单,2025-12-17 21:33:15,119.27,,
B16774,U1464,M0209,娄星区,15,4.0,学生用餐,浏览,2026-01-12 04:10:15,,,
B16775,U1464,M0063,娄星区,50,4.2,周末早餐,下单,2026-01-13 18:31:15,52.08,,
B16776,U1464,M0441,娄星区,80,4.3,情侣约会,浏览,2026-01-10 19:47:15,,,
B16777,U1464,M0239,娄星区,82,4.3,夜宵,下单,2025-12-22 22:20:15,65.87,,
B16778,U1464,M0194,娄星区,18,4.3,工作日午餐,下单,2025-11-06 04:31:15,16.89,,
B16779,U1465,M0456,冷水江市,30,4.5,商务聚餐,收藏,2026-01-02 20:08:15,,,
B16780,U1465,M0087,冷水江市,35,4.2,朋友聚会,下单,2025-12-12 08:00:15,30.07,,
B16781,U1465,M0467,冷水江市,35,3.7,学生夜宵,收藏,2025-12-23 13:10:15,,,
B16782,U1465,M0324,冷水江市,68,4.7,工作日晚餐,收藏,2026-01-25 09:51:15,,,
B16783,U1465,M0178,冷水江市,62,4.3,学生午餐,下单,2025-11-30 01:54:15,67.02,,
B16784,U1465,M0226,冷水江市,101,4.5,商务聚餐,浏览,2025-12-21 07:39:15,,,
B16785,U1465,M0353,冷水江市,60,4.8,下午茶,收藏,2025-12-01 06:23:15,,,
B16786,U1465,M0046,冷水江市,25,3.8,学生晚餐,下单,2026-01-10 09:22:15,25.5,,
B16787,U1466,M0398,新化县,50,4.5,周末聚餐,评价,2025-11-03 04:27:15,,4.6,服务态度好
B16788,U1466,M0237,新化县,75,4.3,早餐,浏览,2026-01-13 11:55:15,,,
B16789,U1466,M0244,新化县,48,3.7,情侣约会,下单,2026-01-12 12:29:15,47.26,,
B16790,U1466,M0048,新化县,28,4.4,甜品,浏览,2025-11-30 09:16:15,,,
B16791,U1466,M0272,新化县,35,4.2,商务宴请,下单,2025-11-13 20:48:15,33.31,,
B16792,U1466,M0114,新化县,30,3.9,家庭聚餐,浏览,2025-12-11 12:50:15,,,
B16793,U1466,M0277,新化县,60,3.8,夜宵,收藏,2025-12-18 19:43:15,,,
B16794,U1466,M0280,新化县,22,4.3,学生早餐,收藏,2025-11-25 11:11:15,,,
B16795,U1466,M0475,新化县,20,3.7,工作日早餐,浏览,2025-12-02 11:58:15,,,
B16796,U1466,M0368,新化县,59,4.4,工作日午餐,下单,2026-01-10 23:10:15,48.5,,
B16797,U1466,M0484,新化县,35,4.4,学生午餐,收藏,2026-01-01 13:05:15,,,
B16798,U1466,M0016,新化县,71,4.5,周末聚餐,收藏,2025-12-15 03:44:15,,,
B16799,U1467,M0432,涟源市,44,4.7,工作日早餐,浏览,2025-11-05 22:05:15,,,
B16800,U1467,M0453,涟源市,80,4.3,情侣约会,下单,2025-12-27 18:37:15,74.4,,
B16801,U1467,M0243,涟源市,50,4.4,亲子聚餐,浏览,2025-11-03 14:06:15,,,
B16802,U1467,M0310,涟源市,50,3.9,周末早餐,评价,2025-11-04 07:32:15,,3.8,味道不错 菜品新鲜 价格实惠
B16803,U1467,M0433,涟源市,67,4.7,商务宴请,下单,2025-12-11 15:41:15,79.64,,
B16804,U1467,M0151,涟源市,60,3.8,户外用餐,评价,2025-11-09 06:14:15,,3.5,价格实惠 性价比高
B16805,U1467,M0321,涟源市,30,3.9,家庭聚餐,下单,2025-11-24 04:17:15,24.19,,
B16806,U1467,M0019,涟源市,54,3.8,周末聚餐,评价,2026-01-12 15:56:15,,3.8,菜品新鲜 分量足 味道不错
B16807,U1468,M0324,冷水江市,68,4.7,工作日晚餐,收藏,2025-12-18 05:05:15,,,
B16808,U1468,M0382,冷水江市,52,4.3,商务宴请,收藏,2025-11-20 00:41:15,,,
B16809,U1468,M0463,冷水江市,30,3.5,家庭聚餐,收藏,2025-11-04 15:44:15,,,
B16810,U1468,M0195,冷水江市,60,3.9,户外用餐,浏览,2025-11-06 20:14:15,,,
B16811,U1468,M0182,冷水江市,62,4.4,周末午餐,评价,2026-01-21 10:30:15,,4.5,价格实惠 值得推荐 菜品新鲜
B16812,U1468,M0204,冷水江市,28,4.5,夜宵,浏览,2025-11-25 05:00:15,,,
B16813,U1468,M0490,冷水江市,35,4.2,亲子聚餐,收藏,2025-11-05 20:12:15,,,
B16814,U1468,M0353,冷水江市,60,4.8,下午茶,浏览,2025-12-03 00:04:15,,,
B16815,U1468,M0068,冷水江市,95,4.5,下午茶,收藏,2025-12-08 16:45:15,,,
B16816,U1469,M0159,新化县,60,4.3,学生夜宵,浏览,2026-01-19 19:04:15,,,
B16817,U1469,M0497,新化县,62,4.6,亲子聚餐,收藏,2026-01-22 10:04:15,,,
B16818,U1469,M0233,新化县,44,3.8,工作日午餐,浏览,2025-12-13 01:44:15,,,
B16819,U1469,M0104,新化县,61,4.2,周末晚餐,浏览,2026-01-14 05:00:15,,,
B16820,U1469,M0237,新化县,61,4.4,早餐,浏览,2025-11-16 13:22:15,,,
B16821,U1469,M0476,新化县,69,4.0,户外用餐,浏览,2025-11-14 13:51:15,,,
B16822,U1469,M0215,新化县,44,4.0,夜宵,评价,2026-01-03 23:23:15,,4.2,性价比高 味道不错
B16823,U1469,M0424,新化县,79,4.1,家庭聚餐,浏览,2025-12-24 00:45:15,,,
B16824,U1469,M0301,新化县,40,4.3,学生午餐,浏览,2025-11-07 23:39:15,,,
B16825,U1469,M0339,新化县,50,3.7,周末聚餐,浏览,2025-12-12 08:04:15,,,
B16826,U1469,M0237,新化县,41,4.7,早餐,下单,2026-01-20 15:37:15,46.3,,
B16827,U1469,M0044,新化县,25,4.2,工作日午餐,收藏,2025-12-31 18:13:15,,,
B16828,U1470,M0286,涟源市,60,4.7,工作日早餐,浏览,2026-01-12 20:52:15,,,
B16829,U1470,M0470,涟源市,25,4.1,学生午餐,收藏,2025-11-21 01:33:15,,,
B16830,U1470,M0041,涟源市,34,4.2,甜品,浏览,2025-12-25 01:51:15,,,
B16831,U1470,M0363,涟源市,40,3.5,工作日早餐,评价,2025-11-09 01:15:15,,3.3,值得推荐
B16832,U1470,M0113,涟源市,40,3.7,情侣约会,浏览,2025-12-26 15:32:15,,,
B16833,U1470,M0219,涟源市,58,4.4,商务宴请,浏览,2025-12-10 22:08:15,,,
B16834,U1470,M0151,涟源市,60,3.8,户外用餐,收藏,2025-11-17 07:22:15,,,
B16835,U1470,M0151,涟源市,60,3.8,户外用餐,下单,2025-11-06 13:42:15,60.79,,
B16836,U1470,M0470,涟源市,25,4.1,学生午餐,评价,2026-01-29 20:35:15,,3.8,环境干净 分量足
B16837,U1470,M0098,涟源市,51,3.5,情侣约会,收藏,2025-11-11 21:43:15,,,
B16838,U1470,M0117,涟源市,92,4.7,周末早餐,评价,2025-11-10 13:40:15,,4.8,价格实惠 值得推荐
B16839,U1470,M0282,涟源市,48,4.6,周末午餐,浏览,2026-01-23 18:39:15,,,
B16840,U1470,M0420,涟源市,65,4.3,朋友聚会,浏览,2025-11-07 11:06:15,,,
B16841,U1470,M0098,涟源市,51,3.5,情侣约会,评价,2025-11-28 04:21:15,,3.1,价格实惠 环境干净
B16842,U1471,M0282,涟源市,48,4.6,周末午餐,浏览,2025-12-08 10:10:15,,,
B16843,U1471,M0359,涟源市,50,4.0,夜宵,浏览,2026-01-25 15:22:15,,,
B16844,U1471,M0359,涟源市,50,4.0,夜宵,收藏,2025-12-01 16:05:15,,,
B16845,U1471,M0470,涟源市,25,4.1,学生午餐,收藏,2025-12-18 09:12:15,,,
B16846,U1471,M0432,涟源市,44,4.7,工作日早餐,下单,2025-12-20 10:27:15,40.25,,
B16847,U1471,M0420,涟源市,65,4.3,朋友聚会,收藏,2025-11-24 04:10:15,,,
B16848,U1471,M0495,涟源市,80,4.2,周末聚餐,浏览,2026-01-07 05:26:15,,,
B16849,U1471,M0433,涟源市,67,4.7,商务宴请,下单,2025-12-14 07:49:15,60.5,,
B16850,U1472,M0030,娄星区,6,4.3,学生早餐,浏览,2025-11-17 02:54:15,,,
B16851,U1472,M0055,娄星区,6,4.6,学生早餐,浏览,2025-12-18 05:30:15,,,
B16852,U1472,M0391,娄星区,12,4.5,学生早餐,浏览,2026-01-11 07:33:15,,,
B16853,U1472,M0209,娄星区,15,4.0,学生用餐,浏览,2026-01-22 21:27:15,,,
B16854,U1472,M0436,娄星区,15,4.7,工作日早餐,下单,2025-12-02 14:14:15,13.7,,
B16855,U1472,M0043,娄星区,12,4.4,学生早餐,浏览,2025-12-16 22:35:15,,,
B16856,U1472,M0127,娄星区,73,4.3,工作日午餐,浏览,2025-11-22 19:09:15,,,
B16857,U1472,M0163,娄星区,15,4.8,工作日早餐,收藏,2026-01-11 18:11:15,,,
B16858,U1472,M0053,娄星区,21,4.6,工作日午餐,浏览,2026-01-07 16:05:15,,,
B16859,U1473,M0063,娄星区,50,4.2,周末早餐,下单,2025-11-10 14:24:15,45.44,,
B16860,U1473,M0181,娄星区,15,4.7,工作日早餐,收藏,2025-11-18 14:47:15,,,
B16861,U1473,M0002,娄星区,32,4.8,学生夜宵,收藏,2026-01-02 07:42:15,,,
B16862,U1473,M0102,娄星区,40,4.6,学生午餐,收藏,2026-01-22 04:42:15,,,
B16863,U1473,M0288,娄星区,12,4.2,学生早餐,下单,2026-01-01 17:04:15,10.48,,
B16864,U1473,M0257,娄星区,30,4.6,周末晚餐,收藏,2025-11-03 01:02:15,,,
B16865,U1473,M0379,娄星区,47,4.4,学生用餐,下单,2025-12-11 04:14:15,53.56,,
B16866,U1473,M0200,娄星区,15,4.5,工作日早餐,下单,2025-11-13 22:23:15,13.15,,
B16867,U1474,M0376,娄星区,50,3.6,周末聚餐,浏览,2025-12-13 00:10:15,,,
B16868,U1474,M0128,娄星区,15,3.6,工作日早餐,下单,2026-01-06 13:09:15,17.85,,
B16869,U1474,M0053,娄星区,21,4.6,工作日午餐,下单,2025-12-30 11:29:15,24.69,,
B16870,U1474,M0294,娄星区,12,4.2,学生早餐,浏览,2025-11-20 08:43:15,,,
B16871,U1474,M0336,娄星区,12,4.2,学生早餐,评价,2025-11-27 21:55:15,,4.5,味道不错
B16872,U1474,M0105,娄星区,15,4.1,学生用餐,下单,2025-12-08 01:33:15,12.73,,
B16873,U1474,M0162,娄星区,26,4.0,学生用餐,浏览,2026-01-11 21:20:15,,,
B16874,U1474,M0275,娄星区,38,4.3,工作日午餐,下单,2025-11-26 18:30:15,36.34,,
